Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,AccountAge
$2.33 ,"$1,415 ",1,26,1,1,1,0,1,0,1,1,8
$3.06 ,$935 ,1,30,1,1,0,0,0,0,1,1,2
$0.94 ,"$1,208 ",1,34,1,1,0,0,0,0,1,1,1
$1.60 ,$260 ,1,38,1,1,0,0,0,0,1,1,2
$0.76 ,$13 ,1,44,1,1,0,0,0,0,0,1,10
$0.75 ,$11 ,1,45,1,1,0,0,1,0,0,1,7
$2.70 ,"$1,210 ",1,43,1,1,0,0,1,0,0,1,7
$2.09 ,"$2,762 ",1,37,1,1,0,1,1,0,0,1,4
$1.64 ,"$1,490 ",1,42,1,1,1,1,0,0,0,1,2
$0.47 ,$34 ,1,42,1,1,0,0,0,1,0,1,4
$0.81 ,$554 ,1,40,1,1,0,0,0,0,1,1,15
$0.89 ,"$1,372 ",1,37,1,1,0,0,0,0,1,1,5
$5.22 ,"$7,450 ",1,38,1,1,0,1,1,0,0,1,11
$16.63 ,"$1,007 ",1,36,1,1,0,0,0,1,1,1,7
$0.83 ,$18 ,1,54,1,1,1,0,0,0,1,1,6
$0.68 ,$406 ,1,51,0,1,0,0,0,0,0,1,8
$5.78 ,$657 ,1,48,0,1,0,0,0,0,1,1,4
$2.62 ,$391 ,1,56,0,1,0,0,0,0,0,1,8
$4.13 ,"$4,071 ",1,48,1,1,0,1,0,0,1,1,4
$0.58 ,$9 ,1,50,0,1,0,0,1,0,0,1,10
$5.41 ,"$2,399 ",1,52,1,1,0,0,0,0,1,1,5
$9.54 ,"$2,145 ",1,48,1,1,0,1,0,1,0,1,7
$0.54 ,$36 ,1,60,1,1,0,0,1,0,0,1,12
$0.08 ,$12 ,1,58,1,1,0,0,0,0,1,1,7
$0.98 ,$745 ,1,53,1,1,0,0,0,0,1,1,6
$1.73 ,$298 ,1,46,1,1,0,0,0,0,0,1,7
$5.24 ,"$2,163 ",1,48,1,1,0,1,0,1,1,1,7
$0.64 ,$94 ,1,47,1,1,1,0,0,1,1,1,13
$4.95 ,"$32,359 ",1,34,1,1,0,1,0,1,1,1,8
$7.35 ,"$4,412 ",1,33,1,1,0,0,0,0,0,1,11
$3.05 ,"$4,199 ",1,44,0,1,0,0,0,0,0,1,8
$1.10 ,$67 ,1,38,0,1,0,0,0,0,0,1,7
$0.53 ,$398 ,1,43,1,1,0,0,1,0,1,1,7
$1.20 ,$988 ,1,64,0,1,0,0,0,0,0,1,8
$0.17 ,$35 ,1,50,0,1,0,0,0,0,1,1,8
$6.33 ,"$6,975 ",1,57,0,1,0,0,0,0,1,1,10
$1.35 ,"$1,087 ",1,54,0,1,0,0,0,0,1,1,7
$2.35 ,"$2,065 ",1,57,0,1,0,0,0,0,1,1,7
$5.00 ,"$1,582 ",1,49,1,1,0,0,0,0,1,1,2
$0.34 ,$8 ,1,47,1,1,0,0,0,0,1,1,7
$1.27 ,"$2,206 ",1,47,1,1,0,0,0,1,1,1,11
$9.35 ,"$7,995 ",1,56,1,1,1,1,1,1,0,1,11
$5.92 ,"$2,322 ",1,37,1,1,0,1,0,1,1,1,4
$0.96 ,$54 ,1,45,1,1,1,0,1,1,0,1,16
$3.12 ,"$1,401 ",1,53,0,1,0,0,0,0,1,1,6
$2.12 ,"$3,185 ",1,39,0,1,0,0,0,0,0,1,9
$0.63 ,"$3,731 ",1,37,1,1,0,1,1,0,0,1,13
$1.55 ,"$1,446 ",1,50,0,1,0,0,0,0,0,1,8
$3.67 ,"$1,821 ",1,55,0,1,0,0,0,0,0,1,6
$1.43 ,$122 ,1,37,0,1,0,0,0,0,0,1,7
$1.58 ,$382 ,1,39,1,1,0,0,0,0,1,1,15
$0.20 ,$84 ,1,44,1,1,0,0,1,1,1,1,8
$0.26 ,$28 ,1,42,1,1,1,0,1,0,0,1,15
$2.06 ,$602 ,1,41,1,1,0,0,0,1,1,1,3
$3.61 ,"$5,800 ",1,44,0,1,0,0,0,1,1,1,10
$2.43 ,"$6,861 ",1,42,1,1,0,1,0,1,1,1,9
$8.26 ,"$6,588 ",1,52,0,1,0,0,0,0,0,1,7
$7.08 ,"$4,718 ",1,46,0,1,0,0,0,0,1,1,7
$0.50 ,$230 ,1,55,0,1,0,0,0,0,1,1,10
$0.46 ,$21 ,1,47,0,1,0,0,0,0,1,1,8
$0.21 ,$15 ,1,60,1,1,0,0,0,0,1,1,9
$1.20 ,$32 ,1,52,1,1,0,0,1,0,0,1,0
$1.48 ,"$4,476 ",1,51,1,1,0,0,0,1,1,1,5
$0.20 ,$171 ,1,57,1,1,0,0,1,1,1,1,14
$1.05 ,$10 ,1,67,0,1,0,0,0,0,1,1,8
$5.15 ,"$4,068 ",1,30,1,1,0,1,0,0,1,1,7
$0.95 ,$226 ,1,32,1,1,0,0,0,1,0,1,13
$2.34 ,$778 ,1,27,1,1,0,1,1,0,1,1,6
$0.41 ,$90 ,1,42,0,1,0,0,0,0,0,1,5
$1.02 ,$635 ,1,41,1,1,0,0,0,0,0,1,1
$5.83 ,"$1,370 ",1,39,1,1,0,0,0,1,1,1,8
$3.98 ,"$3,539 ",1,40,1,1,0,1,1,0,0,1,8
$1.78 ,"$2,887 ",1,42,1,1,1,1,1,0,1,1,6
$0.25 ,$17 ,1,38,0,1,0,0,1,1,1,1,13
$2.86 ,"$1,981 ",1,36,0,1,1,0,1,0,0,1,8
$1.96 ,"$1,631 ",1,36,1,1,0,0,1,0,0,1,9
$2.43 ,"$1,814 ",1,48,0,1,0,0,0,0,1,1,7
$0.46 ,$57 ,1,64,0,1,0,0,0,0,0,1,7
$15.31 ,"$15,657 ",1,55,0,1,0,0,0,0,1,1,6
$5.60 ,"$9,982 ",1,46,1,1,1,1,0,1,0,1,12
$1.13 ,$34 ,1,47,0,1,0,0,0,0,1,1,1
$2.72 ,"$8,081 ",1,51,1,1,0,0,0,1,1,1,13
$1.81 ,$321 ,1,62,1,1,1,0,0,1,1,1,13
$1.38 ,"$1,094 ",1,55,1,1,0,0,1,0,0,1,9
$16.36 ,"$1,795 ",1,59,1,1,0,0,0,0,0,1,3
$2.74 ,$815 ,1,47,1,1,0,0,0,1,0,1,11
$9.28 ,"$1,184 ",1,46,1,1,0,0,0,0,1,1,8
$3.74 ,"$4,086 ",1,51,1,1,0,1,0,1,1,1,6
$4.55 ,"$2,839 ",1,48,1,1,1,1,0,0,1,1,8
$4.26 ,$900 ,1,66,0,1,0,0,0,0,1,1,7
$0.30 ,$292 ,1,65,1,1,0,0,0,0,0,1,6
$1.13 ,$407 ,1,57,0,1,0,0,0,0,1,1,10
$0.18 ,$9 ,1,70,1,1,1,0,1,0,0,1,14
$8.82 ,"$1,132 ",1,66,0,1,0,1,0,1,1,1,8
$0.32 ,$12 ,1,80,1,1,1,0,0,0,1,1,7
$0.82 ,$25 ,1,72,1,1,0,0,0,0,0,1,6
$0.26 ,$4 ,1,69,1,1,0,0,0,0,1,1,16
$8.12 ,$437 ,1,64,0,1,0,0,0,0,1,1,8
$0.43 ,$3 ,1,61,0,1,0,0,0,0,1,1,10
$0.17 ,$12 ,1,66,0,1,0,0,0,0,0,1,3
$1.98 ,"$1,975 ",1,50,0,1,0,0,0,0,1,1,8
$1.93 ,"$1,567 ",1,61,1,1,0,0,1,0,1,1,9
$3.05 ,"$2,384 ",1,52,1,1,0,1,0,1,0,1,10
$3.66 ,$27 ,1,51,1,1,0,0,0,0,0,1,8
$0.13 ,$6 ,1,83,0,1,0,0,0,0,0,1,6
$1.64 ,"$7,507 ",0,82,0,0,0,0,1,1,1,1,3
$0.37 ,$10 ,1,71,1,1,0,0,0,0,1,1,14
$5.57 ,"$6,167 ",1,35,1,1,0,1,0,0,1,1,10
$3.75 ,"$18,271 ",1,31,0,1,0,0,0,0,0,1,7
$2.40 ,$556 ,1,45,1,1,0,0,1,0,1,1,4
$0.20 ,$3 ,1,41,0,1,0,0,0,0,1,1,7
$2.41 ,$477 ,1,50,0,1,0,0,0,0,1,1,6
$0.74 ,$229 ,1,45,1,1,0,0,0,0,0,1,13
$0.08 ,$5 ,1,62,1,1,0,0,1,0,0,1,7
$0.36 ,$14 ,1,35,0,1,0,0,0,0,0,1,8
$1.82 ,$11 ,1,28,0,1,0,0,0,0,1,1,0
$0.25 ,$458 ,1,29,1,1,0,0,0,1,1,1,11
$1.30 ,$387 ,1,27,1,1,1,0,0,0,1,1,8
$36.54 ,"$2,126 ",1,35,1,1,0,0,1,0,0,1,15
$3.91 ,"$1,694 ",1,33,1,1,0,0,0,0,0,1,6
$5.26 ,"$2,021 ",1,29,1,1,1,0,0,0,0,1,9
$0.49 ,$255 ,1,32,1,1,0,0,1,0,1,1,6
$0.17 ,"$3,479 ",1,33,1,1,1,1,1,0,1,1,10
$0.55 ,$24 ,1,35,1,1,0,0,0,0,0,1,1
$8.11 ,$736 ,1,30,1,1,0,0,0,0,0,1,2
$4.06 ,"$2,575 ",1,29,1,1,0,1,0,1,1,1,5
$2.72 ,$62 ,1,26,1,1,1,0,0,1,0,1,4
$1.50 ,"$1,599 ",1,41,0,1,0,0,0,0,1,1,9
$3.36 ,$416 ,1,38,0,1,0,0,0,0,0,1,8
$0.86 ,$979 ,1,36,0,1,0,0,0,0,0,1,3
$0.47 ,$66 ,1,43,0,1,0,0,0,0,1,1,8
$3.92 ,$915 ,1,41,0,1,0,0,0,0,1,1,6
$3.97 ,"$3,381 ",1,39,0,1,0,0,0,0,0,1,7
$3.40 ,"$1,434 ",1,40,0,1,0,0,0,0,0,1,8
$6.33 ,"$1,446 ",1,37,0,1,0,0,0,0,1,1,8
$0.19 ,$6 ,1,41,0,1,0,0,1,0,0,1,12
$5.89 ,"$3,591 ",1,41,1,1,0,0,0,0,1,1,4
$2.04 ,$881 ,1,39,1,1,0,0,1,0,0,1,16
$1.62 ,$933 ,1,44,1,1,1,0,0,0,0,1,16
$0.57 ,$49 ,1,42,1,1,1,0,0,0,1,1,4
$0.75 ,$213 ,1,39,1,1,0,0,0,1,1,1,10
$2.67 ,$605 ,1,40,1,1,0,0,0,1,0,1,1
$1.45 ,$362 ,1,42,1,1,1,0,0,0,0,1,13
$0.79 ,$304 ,1,37,0,1,0,0,0,0,1,1,7
$1.70 ,$47 ,1,36,1,1,1,0,0,0,1,1,10
$7.26 ,"$1,381 ",1,60,0,1,0,0,0,0,0,1,14
$1.27 ,"$1,470 ",1,49,0,1,0,0,0,0,0,1,8
$0.11 ,$12 ,1,58,0,1,0,0,0,0,1,1,6
$0.47 ,$33 ,1,65,0,1,0,0,0,0,0,1,8
$1.69 ,"$2,520 ",1,55,0,1,0,0,0,1,0,1,10
$0.77 ,$46 ,1,49,0,1,1,0,0,1,1,1,4
$0.82 ,$8 ,1,62,1,1,1,0,0,0,0,1,8
$0.14 ,$8 ,1,49,0,1,0,0,0,0,0,1,5
$2.34 ,$17 ,1,58,0,1,0,0,0,0,1,1,6
$4.40 ,"$3,980 ",1,64,0,1,0,0,0,0,0,1,8
$0.76 ,$775 ,1,56,0,1,0,0,0,0,1,1,7
$0.06 ,$10 ,1,55,0,1,0,0,1,0,1,1,9
$1.55 ,$25 ,1,57,1,1,0,0,0,0,0,1,14
$2.15 ,"$20,090 ",1,50,1,1,0,1,0,1,1,1,14
$3.93 ,$375 ,1,62,1,1,0,0,1,0,0,1,16
$0.17 ,$17 ,1,55,1,1,0,0,1,0,1,1,4
$0.09 ,$50 ,1,48,1,1,0,0,1,1,1,1,14
$4.23 ,"$2,354 ",1,58,1,1,0,0,1,0,0,1,12
$7.05 ,"$9,786 ",1,61,1,1,1,0,1,1,1,1,13
$0.27 ,$14 ,1,60,0,1,0,0,0,0,0,1,14
$1.11 ,$292 ,1,52,1,1,1,0,1,1,1,1,8
$1.90 ,$289 ,1,54,1,1,0,0,0,0,1,1,15
$0.19 ,$111 ,1,57,1,1,1,0,0,1,1,1,10
$0.46 ,$5 ,1,54,1,1,0,0,0,0,1,1,7
$0.26 ,$4 ,1,46,1,1,0,0,1,0,0,1,8
$0.83 ,$13 ,1,51,1,1,0,0,0,0,1,1,12
$0.23 ,$8 ,1,59,1,1,0,0,0,0,1,1,5
$6.77 ,"$2,634 ",1,64,1,1,1,0,0,0,1,1,6
$0.29 ,$10 ,1,51,0,1,0,0,0,0,0,1,5
$1.85 ,$462 ,1,62,1,1,0,0,0,0,0,1,11
$3.53 ,"$3,766 ",1,52,1,1,0,1,0,0,1,1,9
$5.52 ,"$1,767 ",1,49,0,1,0,0,0,0,1,1,4
$0.74 ,"$2,873 ",1,55,1,1,0,1,0,1,1,1,7
$1.97 ,"$2,120 ",1,54,1,1,1,0,0,1,1,1,13
$4.33 ,$882 ,1,53,1,1,1,0,0,1,1,1,12
$2.79 ,$344 ,1,59,1,1,0,0,0,0,1,1,13
$2.13 ,"$1,568 ",1,48,1,1,1,0,0,0,1,1,15
$4.24 ,"$2,162 ",1,55,1,1,1,0,0,0,0,1,12
$0.75 ,$12 ,1,65,1,1,0,0,0,0,1,1,9
$2.07 ,"$2,130 ",1,46,1,1,0,0,1,1,0,1,14
$3.55 ,"$3,819 ",1,52,1,1,1,1,0,0,1,1,7
$0.20 ,$13 ,1,60,1,1,0,0,0,0,0,1,14
$1.94 ,"$3,013 ",1,50,1,1,1,1,0,0,0,1,15
$0.94 ,"$9,401 ",1,56,1,1,1,1,0,0,1,1,9
$2.01 ,$314 ,1,52,0,1,0,0,0,0,1,1,9
$0.21 ,$71 ,1,63,1,1,0,0,0,0,0,1,16
$2.69 ,$138 ,1,47,1,1,1,0,0,0,1,1,16
$11.23 ,"$11,021 ",1,31,1,1,0,1,0,0,0,1,10
$10.53 ,"$4,166 ",1,34,1,1,0,0,0,0,0,1,9
$2.36 ,"$1,263 ",1,30,1,1,1,0,0,1,1,1,4
$1.03 ,$29 ,1,33,0,1,1,0,0,0,0,1,8
$1.04 ,$464 ,1,31,1,1,1,0,1,0,0,1,5
$0.41 ,$540 ,1,41,0,1,0,0,0,0,1,1,6
$2.50 ,"$1,072 ",1,43,0,1,0,0,0,0,0,1,6
$0.72 ,$453 ,1,41,0,1,0,0,0,0,0,1,4
$1.16 ,$183 ,1,39,1,1,0,0,0,0,1,1,7
$0.44 ,$13 ,1,37,1,1,0,0,0,0,1,1,8
$1.40 ,$397 ,1,37,0,1,0,0,1,0,0,1,6
$0.75 ,$11 ,1,45,1,1,1,0,1,0,0,1,14
$1.73 ,$354 ,1,40,1,1,0,0,0,0,0,1,14
$4.22 ,"$15,767 ",1,45,1,1,0,1,0,1,1,1,5
$0.36 ,$466 ,1,49,0,1,0,0,0,0,0,1,8
$3.67 ,"$2,267 ",1,49,0,1,0,0,0,0,1,1,7
$2.08 ,$489 ,1,61,1,1,1,0,1,0,0,1,15
$1.66 ,$632 ,1,64,1,1,1,0,0,0,1,1,14
$0.19 ,$13 ,1,63,0,1,0,0,0,0,1,1,12
$0.08 ,$12 ,1,65,1,1,0,0,1,0,0,1,7
$0.90 ,$99 ,1,55,1,1,1,0,0,1,1,1,8
$2.88 ,$177 ,1,58,1,1,1,0,1,1,0,1,8
$0.73 ,"$1,373 ",1,48,1,1,0,0,0,0,1,1,16
$3.78 ,"$6,908 ",1,49,1,1,0,1,0,0,0,1,9
$1.33 ,$302 ,1,53,1,1,1,0,0,0,1,1,16
$1.40 ,"$4,076 ",1,50,0,1,0,0,0,0,1,1,7
$0.39 ,"$3,692 ",1,47,1,1,0,1,0,1,1,1,6
$0.78 ,$11 ,1,58,1,1,1,0,0,0,0,1,16
$1.94 ,$272 ,1,57,1,1,0,0,1,0,0,1,13
$0.18 ,$42 ,1,46,1,1,1,0,1,1,1,1,5
$1.10 ,"$2,263 ",1,50,1,1,0,1,0,0,1,1,13
$33.40 ,"$12,220 ",1,61,1,1,0,1,0,0,1,1,14
$0.76 ,"$25,000 ",0,55,1,0,1,0,0,1,0,0,3
$3.65 ,"$6,212 ",1,54,1,1,1,0,0,1,1,1,10
$3.50 ,"$9,883 ",1,25,1,1,1,1,0,1,1,1,8
$1.31 ,$224 ,1,28,1,1,0,0,0,0,0,1,9
$12.59 ,"$2,957 ",1,27,0,1,0,0,1,0,0,1,8
$1.00 ,"$1,441 ",1,29,0,1,1,0,0,0,1,1,6
$2.25 ,"$4,941 ",1,30,1,1,0,0,0,0,1,1,9
$0.75 ,$10 ,1,42,0,1,0,0,0,0,0,1,6
$0.40 ,$7 ,1,42,1,1,0,0,0,0,1,1,6
$5.29 ,"$1,437 ",1,45,0,1,1,0,0,0,0,1,16
$2.24 ,$895 ,1,42,1,1,0,0,1,1,0,1,5
$0.36 ,$88 ,1,49,0,1,0,0,0,0,0,1,5
$0.44 ,$10 ,1,59,0,1,0,0,0,0,0,1,5
$0.11 ,$18 ,1,49,0,1,0,0,0,0,0,1,8
$2.28 ,$943 ,1,60,1,1,1,0,1,1,1,1,11
$0.36 ,$212 ,1,65,1,1,1,0,0,0,1,1,14
$0.33 ,"$2,014 ",1,58,1,1,0,0,0,1,1,1,10
$4.75 ,$977 ,1,46,1,1,1,0,0,1,1,1,8
$1.20 ,"$1,933 ",1,51,1,1,1,0,1,0,0,1,7
$0.62 ,$37 ,1,65,1,1,0,0,0,0,0,1,8
$0.10 ,$9 ,1,46,1,1,0,0,0,0,1,1,7
$6.94 ,"$1,686 ",1,53,1,1,1,0,0,0,0,1,2
$4.31 ,"$1,377 ",1,59,1,1,1,1,0,0,0,1,10
$1.60 ,"$6,631 ",1,58,1,1,0,1,0,1,1,1,4
$0.30 ,$19 ,1,47,1,1,0,0,1,0,0,1,12
$7.15 ,"$2,534 ",1,53,1,1,0,0,1,0,1,1,14
$0.89 ,$26 ,1,46,1,1,0,0,0,0,0,1,3
$1.01 ,$20 ,1,72,0,1,0,0,0,0,1,1,10
$0.15 ,$11 ,1,73,0,1,0,0,0,0,1,1,8
$0.05 ,$21 ,1,25,1,1,0,0,0,0,0,1,9
$0.33 ,$24 ,1,28,0,1,0,0,0,0,1,1,6
$10.73 ,"$4,133 ",1,30,0,1,0,0,0,0,0,1,7
$0.20 ,$34 ,1,35,0,1,0,0,0,0,0,1,10
$0.89 ,"$2,330 ",1,33,0,1,0,0,0,0,0,1,8
$5.19 ,"$2,318 ",1,27,0,1,0,0,0,0,0,1,9
$7.12 ,"$4,857 ",1,30,1,1,0,0,0,1,1,1,10
$4.43 ,"$1,042 ",1,27,1,1,0,0,0,0,1,1,5
$1.03 ,"$5,764 ",1,29,1,1,0,1,1,0,0,1,9
$1.86 ,$964 ,1,26,1,1,0,0,0,0,0,1,7
$0.39 ,$146 ,1,35,1,1,0,0,0,0,0,1,13
$1.77 ,"$2,675 ",1,31,1,1,0,0,0,0,0,1,12
$10.67 ,"$3,317 ",1,30,0,1,0,0,1,1,1,1,9
$0.37 ,$213 ,1,33,1,1,0,0,0,0,0,1,13
$0.22 ,$21 ,1,29,1,1,0,0,0,0,1,1,8
$0.73 ,$26 ,1,32,1,1,0,0,0,0,0,1,13
$2.91 ,$385 ,1,34,1,1,0,0,1,0,1,1,6
$2.23 ,"$1,387 ",1,30,1,1,0,0,0,0,1,1,5
$0.36 ,$12 ,1,29,1,1,0,0,0,0,0,1,0
$2.24 ,"$1,125 ",1,34,1,1,0,1,0,0,1,1,2
$2.97 ,$624 ,1,45,0,1,0,0,0,0,1,1,8
$4.23 ,$401 ,1,36,0,1,0,0,0,0,0,1,10
$0.92 ,"$1,561 ",1,45,0,1,0,0,0,0,0,1,7
$2.79 ,$394 ,1,37,0,1,0,0,0,0,1,1,6
$0.28 ,$70 ,1,43,0,1,0,0,0,0,0,1,7
$2.84 ,$797 ,1,37,0,1,0,0,0,0,0,1,10
$3.76 ,"$2,418 ",1,42,0,1,0,0,0,0,1,1,7
$2.35 ,$926 ,1,43,0,1,0,0,0,0,0,1,8
$0.50 ,$15 ,1,45,0,1,0,0,0,0,0,1,7
$0.14 ,$8 ,1,41,0,1,0,0,0,0,0,1,8
$4.65 ,"$5,807 ",1,38,1,1,0,1,0,0,1,1,14
$2.04 ,"$1,041 ",1,38,1,1,0,0,0,0,1,1,9
$6.76 ,"$8,161 ",1,40,1,1,0,1,1,0,0,1,10
$1.09 ,$104 ,1,43,1,1,0,0,0,0,1,1,11
$0.35 ,$6 ,1,45,1,1,0,0,1,0,0,1,15
$2.02 ,"$1,664 ",1,42,1,1,1,0,1,0,1,1,12
$0.93 ,$415 ,1,36,1,1,0,0,0,1,1,1,6
$2.23 ,"$1,649 ",1,39,1,1,1,0,0,0,1,1,12
$0.64 ,$35 ,1,40,1,1,0,0,1,0,1,1,5
$1.72 ,"$1,430 ",1,36,1,1,0,0,1,0,0,1,16
$2.92 ,$692 ,1,44,1,1,1,0,1,0,0,1,7
$0.42 ,$10 ,1,41,1,1,0,0,0,0,0,1,8
$0.66 ,$11 ,1,36,0,1,1,0,0,0,0,1,8
$1.42 ,$269 ,1,41,0,1,0,0,0,0,0,1,6
$0.14 ,$9 ,1,43,1,1,1,0,0,0,0,1,14
$0.66 ,$159 ,1,41,1,1,1,0,0,1,1,1,8
$3.42 ,"$1,406 ",1,42,1,1,0,0,1,0,1,1,14
$2.23 ,"$1,306 ",1,43,1,1,0,0,1,0,1,1,16
$0.90 ,$245 ,1,45,1,1,0,0,0,1,1,1,15
$1.43 ,$120 ,1,37,1,1,1,0,0,0,1,1,15
$1.13 ,$640 ,1,41,1,1,0,0,0,0,0,1,10
$2.69 ,$616 ,1,38,1,1,1,0,1,0,1,1,9
$38.86 ,"$4,980 ",1,41,1,1,0,0,0,0,1,1,14
$1.81 ,"$3,650 ",1,43,1,1,1,0,0,0,0,1,11
$0.81 ,$92 ,1,38,1,1,0,0,0,0,1,1,11
$0.20 ,$4 ,1,41,1,1,0,0,0,0,0,1,13
$27.02 ,"$2,265 ",1,41,0,1,0,0,0,1,0,1,6
$0.91 ,$12 ,1,59,0,1,0,0,0,0,1,1,8
$0.20 ,$6 ,1,58,0,1,0,0,0,0,0,1,7
$0.04 ,$8 ,1,58,0,1,0,0,0,0,0,1,8
$5.86 ,"$1,168 ",1,52,0,1,0,0,0,0,1,1,7
$0.11 ,$7 ,1,65,0,1,0,0,0,0,1,1,10
$1.30 ,$12 ,1,64,0,1,0,0,0,0,1,1,2
$0.61 ,$15 ,1,50,0,1,0,0,0,0,0,1,7
$1.13 ,$351 ,1,60,0,1,0,0,0,0,0,1,9
$0.65 ,$256 ,1,47,1,1,0,0,0,1,0,1,15
$0.13 ,$18 ,1,64,0,1,0,0,0,0,0,1,9
$1.86 ,$761 ,1,48,0,1,0,0,0,0,1,1,8
$0.51 ,$45 ,1,62,0,1,0,0,0,0,1,1,6
$1.09 ,$26 ,1,60,0,1,0,0,0,0,1,1,6
$8.47 ,$676 ,1,59,0,1,0,0,0,0,0,1,9
$5.57 ,"$2,129 ",1,50,0,1,0,0,0,0,1,1,6
$0.28 ,$15 ,1,64,0,1,0,0,0,0,0,1,8
$0.32 ,$31 ,1,55,0,1,0,0,0,0,0,1,8
$2.45 ,$497 ,1,51,0,1,0,0,0,0,0,1,8
$2.31 ,"$47,798 ",0,60,1,0,1,0,1,1,1,1,7
$1.84 ,$354 ,1,51,1,1,0,0,0,1,1,1,13
$0.45 ,"$1,060 ",1,52,1,1,0,0,0,1,1,1,14
$0.16 ,$14 ,1,65,1,1,1,0,0,0,0,1,8
$0.17 ,$10 ,1,64,0,1,1,0,0,0,1,1,4
$1.85 ,"$3,791 ",1,60,1,1,0,0,0,1,1,1,11
$13.87 ,"$3,092 ",1,56,1,1,1,0,0,0,1,1,16
$4.11 ,"$3,888 ",1,51,1,1,0,0,0,0,1,1,9
$7.58 ,"$8,394 ",1,64,1,1,0,1,0,1,1,1,6
$2.46 ,"$1,198 ",1,63,0,1,0,0,1,0,1,1,15
$2.25 ,$189 ,1,47,1,1,1,0,1,0,0,1,5
$0.25 ,$13 ,1,60,1,1,0,0,0,0,1,1,15
$1.06 ,$296 ,1,56,1,1,0,0,0,0,0,1,11
$0.98 ,"$9,912 ",1,46,1,1,1,1,0,1,0,1,9
$1.30 ,"$1,702 ",1,49,1,1,0,0,0,0,1,1,6
$0.16 ,$13 ,1,52,1,1,0,0,1,0,1,1,10
$0.87 ,$321 ,1,47,1,1,0,0,0,1,0,1,11
$0.32 ,$155 ,1,47,1,1,0,0,0,0,0,1,12
$0.27 ,$9 ,1,56,0,1,0,0,1,0,0,1,8
$5.07 ,"$3,299 ",1,54,1,1,1,0,1,0,0,1,6
$3.68 ,"$3,768 ",1,50,1,1,0,0,0,1,1,1,12
$1.11 ,$697 ,1,48,0,1,1,0,0,0,1,1,12
$0.20 ,$91 ,1,48,0,1,1,0,0,1,1,1,9
$2.56 ,"$2,738 ",1,54,1,1,0,0,0,0,0,1,7
$0.25 ,$306 ,1,49,1,1,1,0,0,1,0,1,17
$0.70 ,$11 ,1,56,1,1,1,0,0,0,1,1,7
$2.85 ,$331 ,1,47,1,1,0,0,0,0,0,1,14
$0.07 ,$5 ,1,54,1,1,1,0,1,0,0,1,13
$0.58 ,$12 ,1,48,0,1,0,0,0,0,1,1,9
$0.58 ,"$5,732 ",1,62,1,1,0,1,0,0,1,1,6
$4.35 ,"$3,257 ",1,50,0,1,0,0,0,0,1,1,7
$27.95 ,"$4,011 ",1,53,1,1,0,0,0,0,1,1,9
$2.42 ,"$1,007 ",1,50,1,1,0,0,0,0,1,1,4
$5.25 ,"$4,245 ",1,47,1,1,1,1,0,1,1,1,5
$0.39 ,$16 ,1,55,1,1,0,0,0,0,1,1,15
$0.18 ,$38 ,1,60,1,1,0,0,0,1,1,1,13
$6.79 ,"$1,166 ",1,57,1,1,0,0,0,0,1,1,9
$0.48 ,$132 ,1,52,1,1,0,0,0,0,1,1,12
$2.26 ,$527 ,1,60,1,1,1,0,0,0,0,1,9
$3.42 ,"$1,381 ",1,64,1,1,0,0,1,0,0,1,10
$1.25 ,"$2,534 ",1,63,1,1,0,0,1,0,1,1,13
$6.37 ,$955 ,1,49,1,1,0,0,1,0,0,1,13
$0.38 ,$26 ,1,57,1,1,0,0,0,0,0,1,14
$1.04 ,$696 ,1,63,1,1,1,0,0,1,0,1,15
$1.85 ,$900 ,1,46,1,1,0,0,0,0,1,1,7
$6.76 ,$571 ,1,59,1,1,0,0,1,0,0,1,6
$3.29 ,"$8,826 ",1,53,1,1,1,1,1,1,1,1,8
$0.83 ,$306 ,1,46,1,1,0,0,1,0,1,1,14
$29.77 ,"$10,007 ",1,51,1,1,0,1,1,0,1,1,9
$8.90 ,"$1,596 ",1,58,1,1,0,0,0,1,1,1,15
$5.63 ,$650 ,1,58,1,1,0,0,0,0,1,1,13
$4.76 ,"$2,797 ",1,56,1,1,0,0,0,0,0,1,5
$2.44 ,"$6,025 ",1,46,1,1,1,1,0,0,1,1,9
$0.49 ,"$1,138 ",1,50,1,1,0,1,1,0,1,1,8
$21.21 ,"$2,648 ",1,48,1,1,0,0,0,0,0,1,5
$0.64 ,"$1,006 ",1,57,1,1,1,0,0,1,0,1,16
$0.50 ,$360 ,1,49,1,1,0,0,0,1,0,1,8
$2.34 ,$610 ,1,52,1,1,0,0,0,0,0,1,15
$3.12 ,"$8,020 ",1,47,1,1,1,1,0,1,1,1,9
$4.28 ,"$1,616 ",1,61,1,1,1,0,0,1,0,1,14
$0.71 ,$11 ,1,67,0,1,0,0,0,0,1,1,8
$3.74 ,$483 ,1,24,1,1,0,0,0,0,0,1,6
$0.75 ,$10 ,1,29,0,1,0,0,0,0,0,1,4
$0.39 ,$26 ,1,33,0,1,0,0,0,0,0,1,6
$1.27 ,"$1,397 ",1,31,0,1,0,0,0,0,0,1,8
$3.19 ,"$5,546 ",1,35,0,1,0,0,0,0,0,1,8
$4.06 ,$603 ,1,35,0,1,0,0,0,0,0,1,9
